X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
0.5063849404461351,0.44999640350933856,0.4846767692321468,0.8439084350569721,0.7201270235091386,0.5065292860579315,0.4121990053982846,0.608422506773018,0.5168785622696304,0.3466144939234831
0.6473527851698769,0.7550244467759966,0.3123609973372148,0.6810820898399369,0.7576446343618697,0.2915491958035483,0.5675874328986912,0.4300192013709117,0.43832964646308076,0.2451941314941738
0.1721181649610568,0.0,0.38245115557951637,0.5945428004726836,0.46910699648512183,0.5900498448717776,0.6361588536650693,0.8434315649381359,0.5772106323469096,0.5634015329944883
0.38336562291889886,0.2588909312968644,0.49802804162035935,0.34801762231319366,0.4355453694760861,0.28684924651809096,0.5237866662893745,0.6085520287047486,0.31352027180771014,0.6107306575879825
0.6224665373102256,0.3619647510116012,0.4443732414063782,0.7289314303002224,0.41636904294032157,0.4357718481833308,0.3519590606884283,0.43083019126354755,0.2342078273013356,0.5268085598046699
0.8274753503575905,0.7639832298408628,0.3902076654542066,0.7223704876373074,0.5233405484432886,0.6449964873424963,0.5766338786905849,0.661281449067446,0.44395817994279974,0.5234147976840807
0.3967822585827389,0.5936498515478291,0.6258162813044867,0.6800180404657037,0.5796879630424091,0.808257406924662,0.35307488847085655,0.5786875178442281,0.6106022756570125,0.3896110147400654
0.5866088842247773,0.6457317873845564,0.19958278046331812,0.4231014877805715,0.46103285140359174,0.4576595404943212,0.5764727710536712,0.7571508159643467,0.4310527797858852,0.44136521955424235
0.16071746631142853,0.8409336915151611,0.4649780346880604,0.6677703015542045,0.35917053558144063,0.5513550497220738,0.5214804014609105,0.4584684585346317,0.694808916107373,0.4211267487959722
0.4313741614648642,0.6946757910830293,0.6264391579479409,0.5462909544242616,0.27894753257124016,0.5937757545485916,0.5550883368264417,0.2699688477251733,0.5648572215080602,0.4054213744802255
0.4172237170818634,0.49100007922371913,0.24709041078090063,0.510816170280588,0.40883264677365255,0.4712296815643807,0.3880187033457976,0.6124564562969098,0.3304980382580893,0.5564713764335664
0.38639573468636523,0.786211744418968,0.5718388812408995,0.7217103862773426,0.6006450158416496,0.5143160703719474,0.43177515591144994,0.6061367667848294,0.3604927340100367,0.539443889656082
0.45807902753635554,0.6356938891021818,0.4153388506518558,0.7802867407917635,0.39267757129201925,0.24464641876942506,0.44967377777570655,0.3861832754299698,0.5795643822159896,0.44217055320514265
0.3987060344584714,0.4489154552359974,0.4861959313392336,0.4077605899895629,0.46145045253537575,0.6392833479702912,0.47060787203519455,0.6388525958343978,0.4589425819682437,0.33407688651885004
0.6098534864843852,0.40615264459982625,0.1108151849427727,0.5767553236652059,0.1882942108158045,0.3535838123105828,0.3129234866585206,0.7588152764322225,0.3569178498810819,0.45054158082791557
0.17369539459840883,0.5104907743119405,0.6145974485373364,0.3808017471362103,0.4951705069354783,0.3555979103884727,0.43730108727908956,0.6113739570515324,0.42472149436669837,0.5258191141441647
0.7305827331029827,0.6224291622273369,0.3313116879512281,0.34963734597090484,0.7418946888679083,0.6877494234149362,0.5456140704635591,0.2872999311554005,0.42457665405300693,0.23603717883322448
0.3212372444765093,0.5884538342071444,0.5097353257407682,0.4197574120075228,0.5897437503745162,0.4756860880899665,0.48985010294204123,0.43072623921050773,0.3864784835126883,0.5275954139711612
0.7411354398769986,0.6992907575828623,0.5070849523993267,0.7420307488873312,0.3458001214678301,0.5068535470174801,0.6526922160718055,0.2960554136244887,0.4766138983176054,0.3306778049914681
0.7460355555840137,0.3436644982400848,0.27301676842543066,0.518116476612175,0.6029026334929144,0.541186277497211,0.3191340434774307,0.6782682408451829,0.2627170607034667,0.3452366295630477
0.8279925603615282,0.4698209768802795,0.4380916906611531,0.651838574435688,0.5654398054232328,0.30596910452620846,0.15437865178295324,0.5180916950308805,0.26820618342300184,0.4048322144871635
0.5558298570084204,0.4283801401122308,0.3950508923550441,0.517673030446125,0.4600753957186353,0.4538229257080842,0.5103610384899476,0.48044660241578563,0.5688497872387925,0.4677638122615924
0.44278815895960855,0.37697002844051664,0.547570571910627,0.5331776789160302,0.5051005774784262,0.3997585711157948,0.4324960605640978,0.7320576387932962,0.6546283653529731,0.3827548957672551
0.43622054482555167,0.5004884950098311,0.4593554347896544,0.6129665049184484,0.7531822069270049,0.6549374999689355,0.12052878891769336,0.7547623675817661,0.5708987925591589,0.5093026306697908
0.6373928812359689,0.6093477562035603,0.4629208155290767,0.35690074459695953,0.34965590629420124,0.388937283777441,0.5609790178693473,0.645518331091523,0.9222726794754263,0.5975248913569764
0.4499952344469001,0.8028529331819588,0.4175333973720121,0.44898863210899337,0.35247935389200824,0.5479602306797128,0.4879943182897675,0.6328544497205906,0.602726591712169,0.37703496916247903
0.4433599630854062,0.7031950266276076,0.4005287652112458,0.6934181286363998,0.684194120040089,0.33382595452818137,0.6394619675940504,0.6863973988677506,0.324461412128831,0.18466055736295345
0.524254183702186,0.6113409065779627,0.5912371352483705,0.38066070594668194,0.1639185678964744,0.5119371663542156,0.45380115491523254,0.7862765532548055,0.4616862399042281,0.4457195019894405
0.17641541364137542,0.4291484184345171,0.4390572721957877,0.6654729110701649,0.7145987169375069,0.3375218703514278,0.3673097120661874,0.792492460503138,0.2093093306055246,0.35774122373138667
0.13282799382068888,0.903488061100084,0.3064238933134802,0.6948285019527958,0.4324918877799536,0.6301675992568986,0.3892855760950265,0.27703076009973027,0.9635688377813042,0.6273870114152877
0.5406865763182302,0.6000469735924951,0.49150299362275496,0.8066004421199539,0.4610235740856243,0.38230798015246087,0.2466213583907796,0.6977555137502633,0.7918131561945179,0.37525106740312747
0.46599146395762153,0.7718936269014478,0.32567402400880563,0.46054831979036254,0.3796716583910562,0.45841257491033194,0.3056199954224167,0.6925685277873315,0.3235083271444773,0.5633957367599732
