X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y
0.6084892673123159,0.642598898126816,0.7027402677532819,0.21634425853856537,0.44123907711551025,0.5028260455808904,0.9884513039327727,0.6,0.004623078879744196,0.04499222265141088,0.002515624362723416
0.35991439717709456,0.38062252178423367,1.0,0.3064504265553355,0.6212349299129822,0.48679572733977633,0.002324204005038466,0.0,0.009502040419455425,0.011944423845335476,0.04253763153399576
0.5460378442534403,0.779177743851101,0.5592792113973901,0.5156612448216066,0.8765153094855582,0.49801581229861486,0.331098687833705,1.0,0.04139842252591664,0.31936624432488475,0.024439664021962952
0.6222086482964982,0.4512558232882089,0.6107695317503005,0.5563309535654055,0.6106113203610306,0.5050495381881599,0.21997163208342835,0.7,0.054389125556476396,0.008157838555239912,0.06402430274224112
0.48753837668466804,0.27363807818781194,0.6153443992884298,0.29103749574053805,0.7197625490968862,0.49759850326505944,0.33465477078408395,0.7,0.00845263592499873,0.08135259371405437,3.248695409473212e-05
0.0815758547860182,0.6178596741831828,0.618674642447667,0.5557612490284147,0.6076560159511561,0.20625252005381245,0.9979347116620447,0.7,0.05418240403572666,0.00723242780662477,0.006144390501367261
0.36976720034539623,0.3447580858108795,0.49989469698143685,0.4587897685896783,0.8016678498761687,0.4889311190106921,0.030062810543138085,0.7,0.028133932035265742,0.1861712766157424,0.02739516869598471
0.6239554931383117,0.4571096034815029,0.3615994175384525,0.708414754898708,0.567814792665916,0.5053712337492692,0.2508650811834686,0.0,0.14879580041652424,0.00019323705398774084,0.004555906953200492
0.5050566407183258,0.7083750094349889,0.8929828476420856,0.6857261557449589,0.37280547219690174,0.49760565233160636,0.7555891652490917,0.0,0.12817426000392126,0.11176337194436413,0.008348223781970634
0.6894312838773872,0.25625441752878897,0.6024660915126369,0.2786318038822927,0.6286053462563508,0.5251402534251299,0.4397979571429855,0.7,0.007681160955165036,0.01499433251469618,8.290525954801774e-05
0.4248480427616943,0.5240016218019511,0.567475417706424,0.45592658004149994,0.3673852334094184,0.49596062117465306,0.6529411295566502,1.0,0.02758716070821192,0.1183282894018304,0.010471400616593058
0.6229088757486146,0.8032687242273098,0.6583492175643625,0.4434156253644692,0.510965564708451,0.5051774017753101,0.19964101139314905,0.6,0.025313925523953416,0.007675231857754585,0.010601344388161236
0.32788014545474864,0.23828754992475443,0.49543023912428275,0.8608893311681847,0.37141961121256734,0.4774911474197736,0.5513582905292734,0.7,0.4037044304495246,0.11342408051914105,1.2778952054616469e-05
0.6455237516837526,0.753824827897642,0.7122710029118505,0.5970815860294173,0.4194131507757498,0.5101358805541625,0.4854686303597582,0.0,0.07135218848065841,0.0630444673024966,0.10721482648264063
0.24126614798177692,0.4143269268663893,0.3983228229009006,0.46852601041130965,0.7492402157149277,0.42896286364770353,0.0652744193656582,0.6,0.0300712891143379,0.11414920645686694,0.008633769467472506
0.563130365570928,0.14889256754326713,0.31319362638416504,0.578498903622668,0.6256654479085556,0.4986499195086969,0.9687814841986704,0.0,0.06305781796954056,0.013736260079494755,0.023355275336877035
0.6786698015849277,0.3503459510234168,0.4684697905948624,0.318792519176465,0.45144561499587954,0.5207265153726924,0.01932438436187134,0.7,0.010421609187683058,0.03759281768751804,0.08051826524201977
0.47578745680073836,0.6454847172857703,0.7420991873875928,0.5776935599997638,0.6069908638262926,0.49755350518073915,0.9842919638025311,0.0,0.06272052482867037,0.007031823328074787,0.17101402438167215
0.4881627005481383,0.4643690797191452,0.38764110228496096,0.43768273635903476,0.596376476871574,0.49759946880694844,0.2909936205978337,0.0,0.024332484940729378,0.004212348382836232,0.00018195618089740474
0.3806157189519207,0.3716577339961668,0.524600436282593,0.47394883447231817,0.60714068087569,0.4909343900722782,0.0,1.0,0.03120474705250887,0.00707676076627057,0.0009818951575004987
0.4590570074842579,0.40730877551316175,0.32604468710230294,0.6342561133496668,0.6795213571376582,0.49734606500577433,0.04537818744008654,0.0,0.09128041802123794,0.04552597840545775,0.017034711530950278
0.6204463707670392,0.6279328280744796,0.5763899656271836,0.5053491022294463,0.759655971000558,0.5047341282979716,0.9997735403751611,0.7,0.03861540295335073,0.12706255476351908,0.08748141196233725
0.41303174827070654,0.5246614964030958,0.4580836207185338,0.5588670099725261,0.4364025052130458,0.4950455395818348,0.6568451867541187,0.6,0.05531870470360955,0.04873056056344685,0.0011572237464088262
0.3225331796893902,0.2701476858932419,0.6455335693117714,0.4342793716341341,0.4425688794665471,0.4755485053763358,0.35530128813507433,0.6,0.023766925769661055,0.043990522208330635,0.07538394398348233
0.7231696024047898,0.4203790964749002,0.7178025868574427,0.5526633010107124,0.5179263286547886,0.5425429316868051,0.08509910328739256,0.0,0.0530716016287259,0.005651891826152366,0.009591105879978502
0.5391346515486432,0.6492926126005589,0.43300993468980253,0.544081626307148,0.5608344563768491,0.49785956404390924,0.9778490206403841,0.6,0.05010890812751017,2.0241813697997673e-06,0.0832488190660002
0.5138132450471883,0.5677162531507505,0.5224498097265653,0.6442514179688283,0.565699109217077,0.49761732769502304,0.8772579130071614,1.0,0.0975129414893948,0.00010246628418625692,0.03972614252619177
0.6385596031312628,0.1992002358409548,0.34686126932031547,0.7973878987343896,0.5211738363082754,0.5084304577871909,0.777907015023551,0.0,0.2665945144308372,0.00481361479879818,0.0256289469337647
0.5191794742918915,0.4640328312463027,0.6914146366918672,0.3539997723901676,0.6440356161186473,0.4976367430810641,0.289094703205815,0.6,0.01348936854940471,0.02250120324128973,0.011143897071839624
0.46550267085140695,0.4997959676154001,0.6326684499021505,0.4233244409077679,0.6367619913878904,0.49745177406551516,0.5048140359083757,0.6,0.022029198445133503,0.018773398538451037,0.005087263415100465
0.6122592772854867,0.6509520592037474,0.581598110762446,0.8704602293060228,0.620550544950704,0.5033852338396684,0.9747047153895876,0.7,0.42973221592608823,0.011678799105736668,0.008861906761807778
0.5667094096760087,0.41074942283790716,0.358385780694923,0.516480151591068,0.5517969589346167,0.49883545398954166,0.05470814863104756,0.0,0.04162753203574733,0.0002160223931185171,0.020483723684873136
0.5516096392458225,0.6378780015694107,0.4054442815893673,0.33025482216921187,0.5362276400517011,0.4981806209180085,0.9938955656994257,0.6,0.011344338062331673,0.0018062170292442218,0.5035104156162045
0.5181342673039966,0.3061302660866857,0.5968902618031299,0.48204339310032257,0.5697809468253681,0.4976319945559561,0.16233534953705042,0.7,0.032972792934449956,0.00030318139906433986,0.01654462673636371
0.34661144774355634,0.3686019517575266,0.6290632657419967,0.5263022542593723,0.48776433660473084,0.48339346846099207,0.0006290429321659241,0.7,0.04447275635883426,0.01665057480906897,0.018549815964107944
0.5845980324442687,0.6886886410587223,0.6322101613698052,0.6247861361843017,0.6510653924426413,0.5000958606861025,0.8521954694234763,0.6,0.08573779955092711,0.026424630543911573,0.04799292132950563
0.42027004319524147,0.7199588164712869,0.5399300928813985,0.4222949074429727,0.45777057955650075,0.49563782909121407,0.691200188288437,1.0,0.021872164416769778,0.03334081361635865,0.16879379752235762
0.4372494561292854,0.5223811334717687,0.3304380432811369,0.7788241386721406,0.6545796279417875,0.4966537500336784,0.6433105217349911,0.0,0.23610026054223654,0.028504125061262535,0.016925911141098243
0.39270790687467927,0.5973923055533512,0.3442588582887809,0.48373566066385143,0.48714724392540143,0.4927739447698538,0.9702939565510404,0.0,0.0333543372210639,0.016936159860031174,0.20834381439355842
0.6741547890168316,0.48501481336130037,0.6140199414334885,0.34244918150802667,0.8810524222227583,0.5190249831219261,0.41328020733541715,0.7,0.012404540145758963,0.32858867779877876,0.2847250416733212
0.6560064285591845,0.44819913045122567,0.7185764276906166,0.5652721067145402,0.7113510828474905,0.5130266426031979,0.20442003939499143,0.0,0.057735883069788,0.0730102324323625,0.0030645333912290335
0.4924652247937965,0.545273435564951,0.3980152539928511,0.553184389718585,0.5115398664912439,0.4976036267141014,0.7721673949454151,0.6,0.05325688117874152,0.007496600595325495,0.00958218364139799
0.5951632099508686,0.6214814303681615,0.7830921526770926,0.6639556629215488,0.2486830563358351,0.5011395212700334,0.9994995720798652,0.0,0.1110522959533762,0.3090759985357129,0.0022317275829065587
0.4196021476114089,0.48689326625914303,0.619082689879013,0.5739136457826601,0.6018563194897572,0.4955874723469192,0.42481426474417905,0.7,0.06116082091841568,0.005578234550463584,0.15995063874652357
0.5334040000445514,0.4623126987500249,0.5934889563880416,0.45580433625403294,0.7777065842413968,0.49776488852515705,0.27943895892337584,0.7,0.027564042216298344,0.15107985939015048,0.03752642368292357
